comment,cleaned_comment,predicted_sentiment
"Muhaimin teorikal only , standar jawaban semua irang bs jawab sot itu , Capresnya juga teori aja jagonya ..  ga yakin",teorikal only standar jawab semua irang bs jawab sot itu juga teori aja jago ga yakin,negative
Melihat gibran bicara seperti saya sedang melihat bpk jokowi❤,gibran bicara seperti saya sedang lihat bpk jokowi,negative
"Kirain hp saya yang lag,ternyata....",hp saya yang lagternyata,negative
itu fadli zon ? jadi kurus,itu fadli zon jadi kurus,negative
Gus imin F Mahfud kelihataanya grogi dan blunder jawab anak kecil memalukan....,imin kelihataanya grogi dan blunder jawab anak kecil malu,negative
"Ngukur tanah mulu kerjaannya, ga kelar,",tanah mulu kerja ga kelar,negative
"Saya sempat mau pindah hati karena jauh2 hari memiliki rasa keraguan terhadap aa gibran,,, setelah menyaksikan debat keraguan itu Sirna,",sempat mau pindah hati karena jauh hari milik rasa ragu hadap aa gibran telah saksi debat ragu itu,negative
"Saya orang biasa aja paham apa yg di maksud gibran meningkatkan rasio pajak,,,, tujuannya tidak menaikan pajak,, tetapi menaikkan pendapatan pajak dengan cara memudahkan semua agar bisa membuka usaha.. Dan bisa membuka banyak lowongan kerja,,, udah lah akui saja pemerintahan jokowi ini dalam 10 tahun banyak membuahkan hasil lebih baik,,, dan saya yakin pak prabowo dan mas gibran tulus dan cerdas dalam memimpin seperti p. Jokowi...",orang biasa aja paham apa yg di maksud gibran tingkat rasio pajak tuju tidak naik pajak tetapi naik dapat pajak dengan cara mudah semua agar bisa buka usaha bisa buka banyak lowong kerja udah lah aku saja perintah jokowi ini dalam tahun banyak buah hasil lebih baik dan saya yakin pak prabowo dan mas gibran tulus dan cerdas dalam pimpin seperti p,negative
"Awalnya tkd ada pilihan, setelah ntn debat yg ke 2, semakin yakin pak BOWO mas Gibran❤",tkd ada pilih telah ntn debat yg ke makin yakin pak bowo mas,negative
Pilih gibran bin jokowi menuju Indonesian emas korupsi cemerlang,gibran bin jokowi tuju emas korupsi cemerlang,negative
"Harus nya sadar , baru mimpin solo 2 tahun aja 
Udh ambisi jadi wapres",nya sadar baru mimpin solo tahun aja ambisi jadi wapres,negative
Gibran  sukses menurunkan IQ rocky gerung turun 100point,sukses turun iq rocky gerung turun point,negative
"INNSYA ALLOH NO.1.  PILIHAN KAMI SEKELUARGA, SE DAERAH SE PROPINSII...AMIN...AAMIIN ...",innsya alloh no pilih kami keluarga se daerah se propinsiiaminaamiin,negative
"Gibran apa itu,",apa itu,negative
Ini yang ditakutkan megawati,yang takut megawati,negative
"Hancur IKN kayaknya kalo Anis ~ Amin yg jadi ...

Push trus Prabowo Gibran.. ✌️",ikn kayak kalo yg jadi trus,negative
nyesel nonton bukan nya gagasan.... perdebatan ga berbobot...,nyesel nonton bukan nya gagas debat ga bobot,negative
1 dan 3 bukan debat tapi menjelekkan pemerintah.... lupa kalo   3 masih terikat sebagai menteri.,dan bukan debat tapi jelek perintah lupa kalo masih ikat bagai menteri,negative
"Tanggapan muhaimin dan anis terhadap keberlanjutan IKN sama, IKN tidak akan dipreoritaskan lagi 😢 kenapa AMIN ? saya kecewa klo gini saya pilih paslon lain terimakasih",muhaimin dan anis hadap lanjut ikn sama ikn tidak akan dipreoritaskan lagi kenapa amin saya kecewa klo gin saya pilih paslon lain terimakasih,negative
Bukti rekam jejaknya mana gib?,rekam jejak mana gib,negative
"Parah gibran ga punya narasi, pertanyaan apa jawaban apa",gibran ga punya narasi tanya apa jawab apa,negative
Gibran senang dg simbol..wkwkw.. isinya spt bener tp peneeus bapaknya memboroskan apbn tp tidak menyentuh rakyat kecil,senang dg simbolwkwkw isi spt bener tp peneeus bapak boros apbn tp tidak sentuh rakyat kecil,negative
"Pak mahfud luar biasa, keren ga perlu ngotot tapi substansi nya jelas.",mahfud luar biasa keren ga perlu ngotot tapi substansi nya jelas,negative
Kuaget banget waktu dengar gibran di debat jadi pandai. Sikap nya juga berubah dgn yg kemarin. Salut buat mas gibran. Tapi maaf yee sy tetap pilih no. 1.Aaminn.,banget waktu dengar gibran di debat jadi pandai nya juga ubah dgn yg kemarin buat mas gibran maaf yee sy tetap pilih no,negative
skelas pros kliatan bodoh 😅😅😅😅😅,skelas pros kliatan bodoh,negative
"Fokus setiap komen yg seneng sm gibran eh pndukung paslon lain komenny menjelekkan org yg komen gibran, pdhal pndukung prabowo gibran g ngejelkkn paslon lain hha",tiap komen yg neng sm gibran eh pndukung paslon lain komenny jelek org yg komen gibran pdhal pndukung prabowo gibran g ngejelkkn paslon lain hha,negative
Jauh terlihat berpendidikan + kekinian mengenai digitalisasi dll nya pak gibran ini ❤❤❤ yg lain masih belum menurut sya,lihat didik kini kena digitalisasi dll nya pak gibran ini yg lain masih belum turut sya,negative
😂😂😂belum tentuu gagasan menang sekarang menang di laksanakan dimasa depan😢😢😢 ndi2 seng dadi pmuga terbaik untuk nkri aminkan dulu aja,belum tentuu gagas menang sekarang menang di laksana masa depan ndi seng dadi pmuga baik untuk nkri amin dulu aja,negative
"Mereka bil gg adil, tp pndukung paslon 1 sama 3 kykna alergi banget sama gibran. Drii mlai ampe slsai gibran trus diserang. Artinya gibran bahaya bagi mereka.",bil gg adil tp pndukung paslon sama kykna alergi banget sama gibran mlai ampe slsai gibran trus serang gibran bahaya bagi mereka,negative
"satu dua ni sumpah nyinyir mulu dah, kesel bnget anying, kalah bnyak alesan wkwk",satu dua ni sumpah nyinyir mulu dah kesel bnget anying kalah bnyak alesan wkwk,negative
melihat malam ini saya puas nontonnya,lihat malam ini saya puas nontonnya,negative
Dalam debat cawapres ini gw akuin Gibran yang terbaik,debat cawapres ini gw akuin yang baik,negative
2024 masih prabowo❤,masih prabowo,negative
"Provokator ah dibilang kerah baju anak buahx ditarik prabowo. Coba deh diulang nontonnya trs diamati betul"". 🤪",ah bilang kerah baju anak buahx tarik prabowo deh ulang nontonnya trs amat betul,negative
"Prof dan ketua umum kayak anak kecil,masih bisa baca koran atau surat kabar.😂😂 Belajarlah sama anak ingusan",dan ketua umum kayak anak kecilmasih bisa baca koran atau surat kabar sama anak ingus,negative
gibran terlalu dini kalo soal cerdas cerdasan rafi ahmad daripada dia.. yg muda banyak yg jnius lbih banyak yg jlas dia gk jenius masih banyak yg layak yg harusnya jadi wakil prabowo  dan sikapnya songong seakan2 mnyepelekan ke yg lbih berpengalaman,gibran terlalu dini kalo soal cerdas cerdas rafi ahmad daripada dia yg muda banyak yg jnius lbih banyak yg jlas dia gk jenius masih banyak yg layak yg harus jadi wakil prabowo dan sikap songong akan mnyepelekan ke yg lbih alam,negative
SEORANG PROFESOR DITANYA KOK JAWABNYA GAK ETIS DI ANGGAP RECEH?,orang profesor tanya kok jawab gak etis di anggap receh,negative
"Buat ke 3 paslon.. 
kalau dah jadi jangan lupa ama rakyat.... 😂😂😂",ke paslon kalau dah jadi jangan lupa ama rakyat,negative
"Kelihatan mas gibran orang yang arogan dan anti kritik ,pada saat cawapres lain menjawab dia langsung mengakat mik nya seolah olah tidak terima,mohon di sikap nya di perhatikan mas gibran,contoh cawapers lainnya dalam hal bersikap",mas gibran orang yang arogan dan anti kritik pada saat cawapres lain jawab dia langsung mengakat mik nya olah olah tidak terimamohon di sikap nya di perhati mas gibrancontoh cawapers lain dalam hal sikap,negative
Wakil presiden anak muda pertama. 02. Ttp di hati,presiden anak muda pertama di hati,negative
Produk nya pak jokowi ga pernah salah,nya pak jokowi ga pernah salah,negative
"PLESETAN ZAMAN NOW? HAHA SIAPA YANG MAU MILIH KARENA LU MUDA? KITA YANG MUDA JUGA MASIH PUNYA OTAK,SIAPA YANG PANTAS UNTUK DI PILIH DAN SIAPA YANG TIDAK BERHAK UNTUK DI COBLOS,MAAF MAS GIBRAN ETIKAMU DI BAWAH ANAK TK🗿🗿🗿🎉🎉🎉",plesetan zaman now haha siapa yang mau milih karena lu muda kita yang muda juga masih punya otaksiapa yang pantas untuk di pilih dan siapa yang tidak hak untuk di coblosmaaf mas gibran etika di bawah anak tk,negative
Putus putus,putus,negative
"Pak Prabowo itu ambisi😂, dah dua kali tidak terpilih terpilih😂. Apa lagi sampai gebrak gebrak mija, kurang dewasa pemikirannya😂",itu ambisi dah dua kali tidak pilih pilih lagi sampai gebrak gebrak mija kurang dewasa pikir,negative
Pasti kalah ank jokowi yg sok kreak ini,kalah ank jokowi yg sok kreak ini,negative
Ada yang jualan agama tuhh 😅,yang jual agama tuhh,negative
Bnyak buzer komen😂😂😂,buzer komen,negative
Modal nyerang dan meremehkan lawan🙂,nyerang dan remeh lawan,negative
"Pak anies itu orang yang pintar dalam berbicara, kok bisa sih jubir nya yang di narasi kayak gitu kualitasnya? Gk ada jubir lain apa pak anies? Sayang banget anies yg pintar lisannya di representasikan jubir macam itu",anies itu orang yang pintar dalam bicara kok bisa sih jubir nya yang di narasi kayak gitu kualitas ada jubir lain apa pak anies banget anies yg pintar lisan di representasi jubir macam itu,negative
Gibran Keren sih malm ini ❤❤❤❤,sih malm ini,negative
Iklan banyak tapi video nyangkut nyangkut apaan ini 💩,banyak tapi video nyangkut nyangkut apa ini,negative
Harusnya yg jadi cawapres itu prabowo,yg jadi cawapres itu prabowo,negative
Visi misi mah wacana gibran dong sudah teralisasi saya warga solo banga punya walkot seperti gibran,misi mah wacana gibran dong sudah teral saya warga solo banga punya walkot seperti gibran,negative
Puas bgt gue liat gibran mlm ini balasan debat caapres kedua kemarin 🔥🔥🔥,bgt gue liat gibran mlm ini balas debat caapres dua kemarin,negative
"Gibrang mampu memaparkan karna bukti bahwa beliau bukan ijazah palsu yang ditudingkan, AIR BERIAK TANDA TAK DALAM AIR TENAN MENGHANYUTKAN",mampu papar karna bukti bahwa beliau bukan ijazah palsu yang tuding air riak tanda tak dalam air tenan hanyut,negative
"pak mahpud senior loh, gk bisa mnjawab sesuai pertanyaan pak gibran kok sy yg malu yah wkwk",pak mahpud senior loh gk bisa mnjawab sesuai tanya pak gibran kok sy yg malu yah wkwk,negative
Samsul bukan sembarang samsul,bukan sembarang samsul,negative
"No 1 = Pakai hati pakai otak... Emang nya saya ga ada Otak sama Hati... Klo semua pakai uang ya semua pandai lah...
No 2 = Sikit bicara Banyak Kerja
No 3 = Janji nya banyak x....😅😅😅😅",hati pakai otak nya saya ga ada sama semua pakai uang ya semua pandai lah bicara nya banyak x,negative
"Sama aja, gya2 nya, ujung2 nya nyusahin rakyat.,",aja gya nya ujung nya nyusahin rakyat,negative
"Kalo AMIN masih mempertahankan UU OMNIBUSLAW DI indonesia dan tidak menghapuskan UU itu, maaf saya dan sekeluarga tidak akan memilih anda... karna dampak UU tersebut sangat sangat berpengaruh di karir saya",amin masih tahan uu omnibuslaw di indonesia dan tidak hapus uu itu maaf saya dan keluarga tidak akan pilih anda karna dampak uu sebut sangat sangat pengaruh di karir saya,negative
"Awalnya saya mau golput saja,tapi setelah liat debat cawapres ini.
Saya jd pilih no 2.
Luar biasa mas gibran❤",saya mau golput sajatapi telah liat debat cawapres ini jd pilih no biasa mas gibran,negative
"Kedunguan di pertontonkan, gibran bikin malu",di tonton gibran bikin malu,negative
"Bukan pendukung tapi dari debat ini trrlihat bahwa 02 benar² cerdas dan visioner. Gagasannya jelas dan terarah, jawaban pertanyaan  to the point beserta solusinya yg masuk akal. Benar² mewakili isi pikiran generasi muda saat ini. Bravo. Diam seperti cupu, tampil sebagai MVP🤣 Debat Capres paling plot twist sepanjang sejarah😅",dukung tapi dari debat ini trrlihat bahwa benar cerdas dan visioner jelas dan arah jawab tanya to the point serta solusi yg masuk akal benar wakil isi pikir generasi muda saat ini seperti cupu tampil bagai mvp paling plot twist panjang sejarah,negative
Gibran jago beragumen tp emosinya gak stabil... beberapa kali dia kehilangan subtansi karna terbawa emosi...,jago beragumen tp emosi gak stabil beberapa kali dia hilang subtansi karna bawa emosi,negative
"denger suara Gibran, jd trauma 😅😅😅 10th",denger suara jd trauma th,negative
"Tp salut sih sama cak imin, ketika dia ga paham apa yg ditanyakan dia berani dan tidak malu untuk bertanya, gak asal jawab kayak yg satunya lagi, ditanya ga paham malah jawab muter2, wkwkwkw, 

Saya anggota ranting nasdem, tapi saya dukung prabowo-gibran

Saran saya, ikutilah apa yg jadi kata hati kalian, diluar tanggung jawab kalian sebagai simpatisan partai manapun, hati kalian lebih pantas untuk diikuti daripada perintah orang lain!!",salut sih sama cak imin ketika dia ga paham apa yg tanya dia berani dan tidak malu untuk tanya gak asal jawab kayak yg satu lagi tanya ga paham malah jawab muter wkwkwkw anggota ranting nasdem tapi saya dukung prabowogibran saya ikut apa yg jadi kata hati kalian luar tanggung jawab kalian bagai simpatisan partai mana hati kalian lebih pantas untuk ikut daripada perintah orang lain,negative
"""Dulu ikut potong tumpeng IKN sekarang ngak setuju karena ikut jd wakil Anies program lain""...malu ngak tuh 🤭🤣🤣🤣",ikut potong tumpeng ikn sekarang ngak tuju karena ikut jd wakil program lainmalu ngak tuh,negative
Timses amin yang diundang annoying banget,amin yang undang annoying banget,negative
Insyallah pilih no 2 urusan menang kalah hanya allah yg tau...,pilih no urus menang kalah hanya allah yg tau,negative
Ada yang baca tapi ga gitu paham sama yang di baca 😭😭,yang baca tapi ga gitu paham sama yang di baca,negative
"Inilah sosok seorang gibran 
Disangka org bodoh ,cupu tapi aslinya pintar daripada ngaku org pintar tapi aslinya bodo,
Biasa saja tapi luar biasa is ok",sosok orang gibran org bodoh cupu tapi asli pintar daripada ngaku org pintar tapi asli bodo saja tapi luar biasa is ok,negative
cawapres 1 tatapan bohong😵,cawapres tatap bohong,negative
"Hahahahhaha jadi ikut tertawa tapi takut DOSA lihat GUS Muhaimin terratawa ingat saat potong tumpeng peresmian IKN lakok saiki gak setuju .... tumpengnya uda di makan uda jadi jagìng 😂😂😂😂
Pemerintahan uda bagus kok akan di obrak abrik di rubah semuanya .... blm jadi ae kakaean janji 😂😂😂",jadi ikut tertawa tapi takut dosa lihat gus terratawa ingat saat potong tumpeng resmi ikn lakok saiki gak tuju tumpeng uda di makan uda jadi jagng uda bagus kok akan di obrak abrik di rubah semua blm jadi ae kakaean janji,negative
"Ya si Imin, banyak bohongnya",si banyak bohong,negative
Wuahhh imin berlibet ngomongnya.,imin berlibet ngomongnya,negative
"Saya jg  kagettt mas gibran 
Lanjutttttt
Semangggattt",jg kagettt mas gibran,negative
"Dari sini kita bisa lihat, bahwa Boomer gaakan pernah mau ngalah, dan gaakan pernah kasih kesempatan buat generasi millenial buat kasih gebrakan..

Udah bukan waktunya indonesia di kuasain sama generasi boomer.. Toh generasi kalian mayoritas gaada yg bener kinerjanya.. LOL..... 😂😂",sini kita bisa lihat bahwa gaakan pernah mau ngalah dan gaakan pernah kasih sempat buat generasi millenial buat kasih gebrak bukan waktu indonesia di kuasain sama generasi boomer generasi kalian mayoritas gaada yg bener kerja lol,negative
"Dasar bocah songong,dari cara ngomongnya saja sombongnya selangit",bocah songongdari cara ngomongnya saja sombong langit,negative
"Prabowo - Gibran 
Presiden dan wakil presiden 2024",dan wakil presiden,negative
"Wktu debat capres 01 dan 03 serang 02 ga ada yg segawat ini org org🤣 padahal mas gibran itu cman balas dendam saja klo saya liat liat,,🤣🤣",debat capres dan serang ga ada yg gawat ini org org padahal mas gibran itu cman balas dendam saja klo saya liat liat,negative
Jangan percaya ama yg koar2 ini gratis itu gratis...bebas ini bebas itu.......sudah basiii,percaya ama yg koar ini gratis itu gratisbebas ini bebas itusudah basiii,negative
Salut banget sama mas gibran kapasitas nya memang gausah diragukan lagi,banget sama mas gibran kapasitas nya memang gausah ragu lagi,negative
"Kebon binatang, kita gemukin binatangnya, jadi ini negara d umpamakan kek kebon binatang..
Hmmmm...bahasanya ajaib..",binatang kita gemukin binatang jadi ini negara d umpama kek kebon binatang bahasa ajaib,negative
"Pasangan no.1 pinter bersilat lidah 😢, dalam arti bacotnya banyak sampe gak karuan😂, jangan sampe dah jadi terpilih, ami amit ngeri kalau no.1 terpilih hanya ada OMDO (Omong Doang) kerja kagak.",no pinter silat lidah dalam arti bacot banyak sampe gak karuan jangan sampe dah jadi pilih ami amit ngeri kalau no pilih hanya ada omdo kerja kagak,negative
Timsesnya ngotot bgt😂,ngotot bgt,negative
Mahfud md...sama bahasanya dengan anies....persis.pinter ngomong doang legak lengok.biasanya orang seperti ini bersifat bodo amat terhadap yg lain.melihat rakyat hanya sedang dan yg paling tinggi yg di tangapi yg kecil...tinggalkan.masih mau😂😂😂,mdsama bahasa dengan aniespersispinter ngomong doang legak lengokbiasanya orang seperti ini sifat bodo amat hadap yg lainmelihat rakyat hanya sedang dan yg paling tinggi yg di tangap yg keciltinggalkanmasih mau,negative
